itemA,itemB,freqAB,supportAB,freqA,supportA,freqB,supportB,confidenceAtoB,confidenceBtoA,lift
Organic Carrot Bunch,Organic Cucumber,1371,0.046083089,35725,1.200815714,80247,2.697322845,0.038376487,0.017084751,0.014227621
Organic Broccoli,Organic Garlic,2018,0.067830542,38540,1.295435623,109493,3.680361512,0.052361183,0.018430402,0.014227185
Organic Italian Parsley Bunch,Bunched Cilantro,1313,0.044133549,60462,2.032294464,45411,1.526388871,0.021716119,0.028913699,0.014227121
Organic Zucchini,Organic Small Bunch Celery,3398,0.114216145,104569,3.514852301,67956,2.284188459,0.03249529,0.050002943,0.014226186
Yellow Onions,Organic Cilantro,2422,0.081410095,73026,2.454605132,69367,2.331616058,0.03316627,0.034915738,0.014224584
Organic Raspberries,Organic Baby Broccoli,2068,0.06951118,136554,4.589956307,31679,1.064818503,0.015144192,0.065279838,0.014222322
Total 2% Lowfat Greek Strained Yogurt With Blueberry,Original Hummus,705,0.023696993,20731,0.696826048,71153,2.39164844,0.034007043,0.009908226,0.014219081
Organic Grade A Free Range Large Brown Eggs,Garlic,696,0.023394478,39900,1.341148971,36502,1.226932826,0.017443609,0.019067448,0.014217249
Sweet Onion,Organic Small Bunch Celery,631,0.021209649,19435,0.653263916,67956,2.284188459,0.032467198,0.00928542,0.014213888
Total 2% with Strawberry Lowfat Greek Strained Yogurt,Organic Fuji Apple,1273,0.042789039,29836,1.002870193,89311,3.001988867,0.042666577,0.014253563,0.01421277
Organic Baby Arugula,Organic Large Green Asparagus,666,0.022386096,72564,2.439076039,19212,0.645768272,0.009178105,0.034665834,0.014212691
Organic Ginger Root,Fresh Cauliflower,1771,0.059528191,51911,1.744871786,71428,2.400891948,0.034116083,0.024794198,0.014209754
Sweet Onion,Fresh Cauliflower,663,0.022285257,19435,0.653263916,71428,2.400891948,0.034113712,0.009282074,0.014208766
Organic Diced Tomatoes,Carrots,758,0.025478469,21868,0.735043752,72583,2.439714681,0.034662521,0.010443217,0.014207612
Organic Fat Free Milk,Organic Gala Apples,918,0.03085651,26451,0.889091014,72675,2.442807055,0.034705682,0.012631579,0.014207296
Organic Hass Avocado,Organic Zucchini,10620,0.356967471,212674,7.148559307,104569,3.514852301,0.049935582,0.101559736,0.014207021
Organic Baby Spinach,Organic Broccoli Crown,676,0.022722223,240508,8.084136762,5886,0.197844683,0.002810717,0.114848794,0.014206686
Red Peppers,Asparagus,1766,0.059360127,55200,1.855424141,67002,2.252121889,0.031992754,0.026357422,0.014205605
Organic Baby Carrots,Yellow Bell Pepper,930,0.031259863,76572,2.573795966,25438,0.855041292,0.012145432,0.036559478,0.014204497
Banana,Brownberry 100% 12 Grain Bread,1001,0.033646369,469627,15.78545784,4465,0.150080956,0.002131479,0.22418813,0.014202194
Organic Strawberries,Organic Cheddar Snack Mix,597,0.020066815,263285,8.84973451,4750,0.159660592,0.002267505,0.125684211,0.014202032
Organic Lemon,Globe Eggplant,719,0.024167572,87441,2.939133013,17227,0.579046951,0.008222687,0.041736808,0.014200381
Limes,Romaine Lettuce,686,0.023058351,140161,4.711197518,10254,0.344665202,0.004894371,0.066900722,0.014200364
Banana,Frozen Peaches,1178,0.039595827,469627,15.78545784,5256,0.176668646,0.002508374,0.22412481,0.014198182
Garlic,Large Lemon,2649,0.089040191,36502,1.226932826,152102,5.11256744,0.072571366,0.017415945,0.014194701
Organic Romaine,Organic Tomato Cluster,721,0.024234797,23570,0.792252663,64117,2.155149088,0.030589733,0.011245068,0.01419379
Organic Russet Potato,Organic Tomato Cluster,992,0.033343854,32431,1.090095296,64117,2.155149088,0.030588018,0.015471716,0.014192994
Bag of Organic Bananas,Organic Mexican Blend Finely Shredded Cheese,3286,0.110451517,376021,12.63910219,18320,0.615785693,0.008738874,0.179366812,0.01419142
Organic Coconut Milk,Organic Zucchini,1355,0.045545285,27165,0.913090522,104569,3.514852301,0.049880361,0.012957951,0.014191311
Organic Strawberries,Organic Soft Wheat Bread,640,0.021512164,263285,8.84973451,5097,0.171324218,0.002430826,0.125564057,0.014188455
Organic Strawberries,Organic Chicken & Apple Sausage,1626,0.054654342,263285,8.84973451,12951,0.435318805,0.006175817,0.125550151,0.014186883
Organic Baby Arugula,Organic Thyme,674,0.022654998,72564,2.439076039,19480,0.65477649,0.009288352,0.034599589,0.014185531
Organic Baby Spinach,Ground Turkey Breast,3056,0.102720583,240508,8.084136762,26649,0.895746339,0.012706438,0.114675973,0.014185308
Organic Large Brown Eggs,Organic Whole Milk,927,0.031159025,14220,0.477973393,136731,4.595905765,0.065189873,0.006779735,0.014184336
Organic Raspberries,Cantaloupe,1553,0.05220061,136554,4.589956307,23859,0.80196675,0.01137279,0.065090741,0.014181124
Organic Lemon,Organic Green Cabbage,888,0.029848127,87441,2.939133013,21306,0.716153383,0.010155419,0.0416784,0.014180508
Organic Baby Spinach,Organic Coconut Milk,3114,0.104670123,240508,8.084136762,27165,0.913090522,0.012947594,0.1146328,0.014179968
Organic Strawberries,Organic Red On the Vine Tomato,1436,0.048267918,263285,8.84973451,11444,0.384664382,0.005454166,0.125480601,0.014179024
Organic Baby Spinach,Organic Grape Tomatoes,9640,0.32402697,240508,8.084136762,84107,2.827068084,0.040081827,0.114615906,0.014177878
Organic Raspberries,Oven Roasted Turkey,758,0.025478469,136554,4.589956307,11649,0.391554997,0.005550918,0.065069963,0.014176597
Organic Hass Avocado,Organic Penne Rigate,764,0.025680146,212674,7.148559307,7539,0.253406569,0.003592353,0.1013397,0.014176241
Organic Romaine Lettuce,Organic Garlic,1814,0.06097354,34776,1.168917209,109493,3.680361512,0.052162411,0.016567269,0.014173176
Organic Bosc Pear,Fresh Cauliflower,728,0.024470086,21399,0.719279369,71428,2.400891948,0.034020281,0.010192082,0.014169851
Organic Granny Smith Apple,Organic Garnet Sweet Potato (Yam),1446,0.048604045,58565,1.968531065,51844,1.742619731,0.024690515,0.027891366,0.014168619
Organic Gala Apples,Organic Granny Smith Apple,2027,0.068133057,72675,2.442807055,58565,1.968531065,0.027891297,0.034611116,0.014168584
Bag of Organic Bananas,Organic Green Seedless Grapes,3875,0.13024943,376021,12.63910219,21641,0.727413656,0.010305276,0.179058269,0.014167009
Sea Salt Pita Chips,Organic Baby Carrots,605,0.020335717,16594,0.557770076,76572,2.573795966,0.036458961,0.00790106,0.014165443
Organic Whole Milk,Organic Broccoli,2509,0.084334405,136731,4.595905765,38540,1.295435623,0.018349899,0.065101194,0.014165041
Organic Whole Milk,Sourdough Bread,1058,0.035562296,136731,4.595905765,16252,0.546274513,0.007737821,0.06509968,0.014164712
Total 2% All Natural Greek Strained Yogurt with Honey,Organic Whole String Cheese,652,0.021915517,22984,0.772555588,59587,2.002883302,0.02836756,0.010941984,0.014163361
Michigan Organic Kale,Green Beans,929,0.03122625,67298,2.262071265,28997,0.974669091,0.013804274,0.032037797,0.014163036
Bunched Cilantro,Organic Red Onion,1446,0.048604045,45411,1.526388871,66891,2.248390873,0.031842505,0.021617258,0.014162353
Organic Broccoli,Organic Romaine Lettuce,638,0.021444938,38540,1.295435623,34776,1.168917209,0.016554229,0.018345986,0.01416202
Organic Broccoli,Organic Navel Orange,782,0.026285175,38540,1.295435623,42633,1.433012634,0.020290607,0.018342598,0.014159406
Banana,Glory's Sweet Cherry Tomatoes,697,0.023428091,469627,15.78545784,3119,0.104838187,0.001484157,0.223469061,0.014156641
Organic Baby Spinach,Organic Short Grain Brown Rice,929,0.03122625,240508,8.084136762,8118,0.272868355,0.003862657,0.114437053,0.014155754
Organic Granny Smith Apple,Frozen Organic Wild Blueberries,832,0.027965813,58565,1.968531065,29858,1.003609674,0.014206437,0.027865229,0.014155341
Red Peppers,Organic Yellow Onion,2970,0.099829886,55200,1.855424141,113095,3.80143466,0.053804348,0.026261108,0.014153695
Organic Avocado,Italian Extra Virgin Olive Oil,1030,0.034621139,176176,5.921760932,12289,0.413067161,0.005846426,0.083814794,0.014153694
Organic Raspberries,Organic Mexican Blend Finely Shredded Cheese,1190,0.03999918,136554,4.589956307,18320,0.615785693,0.008714501,0.064956332,0.014151841
Organic Garlic,Organic Zucchini,5446,0.18305507,109493,3.680361512,104569,3.514852301,0.049738339,0.052080444,0.014150905
Organic Baby Spinach,Bok Choy,704,0.02366338,240508,8.084136762,6154,0.206852902,0.002927138,0.11439714,0.014150817
Green Onions,Limes,1763,0.059259289,26445,0.888889337,140161,4.711197518,0.066666667,0.012578392,0.014150684
Organic Whole Milk,Cinnamon Rolls with Icing,785,0.026386014,136731,4.595905765,12072,0.405773193,0.0057412,0.065026508,0.01414879
Organic Broccoli,Organic Cilantro,1271,0.042721813,38540,1.295435623,69367,2.331616058,0.032978723,0.018322834,0.014144148
Organic Fat Free Milk,100% Whole Wheat Bread,762,0.02561292,26451,0.889091014,60598,2.036865799,0.028807985,0.012574672,0.01414329
Yotoddler Organic Pear Spinach Mango Yogurt,Organic Strawberries,766,0.025747371,6120,0.205710068,263285,8.84973451,0.125163399,0.002909395,0.014143181
Organic Large Green Asparagus,Organic Grape Tomatoes,768,0.025814597,19212,0.645768272,84107,2.827068084,0.039975016,0.009131226,0.014140097
Organic Whole String Cheese,Grape White/Green Seedless,1101,0.037007645,59587,2.002883302,38876,1.306729509,0.018477185,0.028320815,0.014140022
Total 0% Greek Yogurt,Boneless Skinless Chicken Breasts,615,0.020671845,25929,0.871545155,49914,1.677747112,0.023718616,0.012321192,0.014137182
Banana,Chocolate Brownie Energy Bar,719,0.024167572,469627,15.78545784,3222,0.1083003,0.001531002,0.223153321,0.014136639
Organic Red Bell Pepper,Organic Garlic,2987,0.100401303,57415,1.929876396,109493,3.680361512,0.052024732,0.027280283,0.014135767
Organic Gala Apples,Organic Butternut Squash,682,0.0229239,72675,2.442807055,19756,0.664053611,0.009384245,0.034521158,0.014131758
Organic Romaine Lettuce,Organic Black Beans,626,0.021041585,34776,1.168917209,37900,1.273923459,0.01800092,0.01651715,0.0141303
Banana,Tomato Yellow Cherry,660,0.022184419,469627,15.78545784,2959,0.099460146,0.001405371,0.223048327,0.014129988
Banana,Grape Tomatoes,1936,0.065074296,469627,15.78545784,8683,0.291859562,0.004122421,0.222964413,0.014124672
Organic Cilantro,Organic Lacinato (Dinosaur) Kale,1415,0.04756205,69367,2.331616058,42969,1.44430652,0.020398749,0.032930717,0.014123559
Organic Raspberries,Organic Red Bell Pepper,3722,0.125106678,136554,4.589956307,57415,1.929876396,0.027256616,0.064826265,0.014123504
Limes,Organic Italian Parsley Bunch,4023,0.135224118,140161,4.711197518,60462,2.032294464,0.028702706,0.06653766,0.014123301
Organic Strawberries,Soft Pretzel Mini Buns,748,0.025142342,263285,8.84973451,5985,0.201172346,0.002841028,0.124979114,0.014122357
Organic D'Anjou Pears,Organic Bartlett Pear,872,0.029310323,48847,1.641882301,37613,1.264276598,0.017851659,0.023183474,0.014120058
Organic Yellow Onion,Organic Broccoli Crowns,982,0.033007727,113095,3.80143466,18295,0.614945374,0.008682966,0.053675868,0.014119897
Organic Spaghetti Squash,Organic Garlic,707,0.023764219,13605,0.457301548,109493,3.680361512,0.051966189,0.006457034,0.01411986
Apples,Strawberries,819,0.027528847,12182,0.409470596,141660,4.76158304,0.06723034,0.005781449,0.014119325
Organic Egg Whites,Organic Baby Carrots,701,0.023562542,19294,0.648524518,76572,2.573795966,0.036332539,0.009154782,0.014116324
Organic Strawberries,Organic Strawberry Fruit Spread,1402,0.047125084,263285,8.84973451,11223,0.377235963,0.005325028,0.124922035,0.014115908
Organic Milk,Organic D'Anjou Pears,644,0.021646615,27790,0.934098494,48847,1.641882301,0.023173804,0.013184024,0.014114169
Bag of Organic Bananas,"Crispy Wheat, Crackers",1334,0.044839417,376021,12.63910219,7479,0.251389803,0.003547674,0.178366092,0.014112244
Broccoli Crown,Roma Tomato,797,0.026789367,41959,1.410357636,40053,1.346291723,0.018994733,0.019898634,0.014108928
Organic Greek Whole Milk Blended Vanilla Bean Yogurt,Organic Strawberries,1171,0.039360537,9379,0.31525404,263285,8.84973451,0.124853396,0.004447652,0.014108152
Organic Kiwi,Organic Tomato Cluster,1522,0.051158615,50063,1.682755412,64117,2.155149088,0.030401694,0.023737854,0.014106539
Organic Baby Spinach,Organic Lite Coconut Milk,913,0.030688446,240508,8.084136762,8008,0.269170951,0.003796132,0.114010989,0.014103051
Bag of Organic Bananas,Organic Garnet Sweet Potato (Yam),9241,0.31061548,376021,12.63910219,51844,1.742619731,0.024575755,0.178246277,0.014102764
Organic Strawberries,Organic Blackberries,7676,0.258011516,263285,8.84973451,61505,2.067352569,0.029154718,0.124802862,0.014102441
Organic Raspberries,Organic Mixed Vegetables,636,0.021377713,136554,4.589956307,9826,0.330278942,0.004657498,0.064726237,0.014101711
Yellow Onions,Organic Garbanzo Beans,1038,0.034890041,73026,2.454605132,29989,1.008012945,0.014214116,0.034612691,0.014101124
Organic Large Extra Fancy Fuji Apple,Organic Frozen Peas,716,0.024066733,74933,2.518704658,20160,0.677633164,0.009555203,0.035515873,0.014100849
Red Raspberries,Red Peppers,684,0.022991125,26145,0.87880551,55200,1.855424141,0.02616179,0.012391304,0.014100167
Banana,Deli Fresh Shaved Smoked Turkey Breast,989,0.033243016,469627,15.78545784,4444,0.149375088,0.002105927,0.222547255,0.014098245
Organic Whole String Cheese,Frozen Organic Wild Blueberries,843,0.028335553,59587,2.002883302,29858,1.003609674,0.014147381,0.028233639,0.014096497
Organic Garlic,Extra Virgin Olive Oil,2587,0.0869562,109493,3.680361512,49865,1.676100087,0.023627081,0.051880076,0.014096462
Limes,Organic Rosemary,688,0.023125576,140161,4.711197518,10360,0.348228154,0.004908641,0.066409266,0.014096048
Organic Avocado,Organic Low Sodium Chicken Broth,1476,0.049612428,176176,5.921760932,17685,0.594441593,0.008377986,0.08346056,0.014093875
Green Bell Pepper,Green Beans,761,0.025579307,55400,1.862146692,28997,0.974669091,0.013736462,0.026244094,0.014093462
Organic Raspberries,Organic Multigrain Waffles,691,0.023226415,136554,4.589956307,10682,0.359051461,0.005060269,0.064688261,0.014093437
Grape White/Green Seedless,Organic Baby Carrots,1410,0.047393986,38876,1.306729509,76572,2.573795966,0.036269163,0.018414042,0.014091701
Organic Broccoli,Organic Grape Tomatoes,1535,0.051595581,38540,1.295435623,84107,2.827068084,0.039828749,0.018250562,0.014088359
Organic Green Cabbage,Organic Yellow Onion,1141,0.038352155,21306,0.716153383,113095,3.80143466,0.05355299,0.010088863,0.014087573
Organic D'Anjou Pears,Organic Red Bell Pepper,1328,0.04463774,48847,1.641882301,57415,1.929876396,0.027186931,0.023129844,0.014087395
Organic Baby Arugula,Organic Red Onion,2298,0.077242114,72564,2.439076039,66891,2.248390873,0.031668596,0.034354397,0.014085005
Organic Whole Milk with DHA Omega-3,Organic Blueberries,632,0.021243262,13448,0.452024345,99269,3.336704693,0.046995836,0.006366539,0.014084506
Organic Strawberries,Mild Cheddar Cheese Sticks,1412,0.047461212,263285,8.84973451,11329,0.380798915,0.00536301,0.12463589,0.014083574
Organic Baby Spinach,Organic Whole White Mushrooms,741,0.024907052,240508,8.084136762,6509,0.21878543,0.003080979,0.113842372,0.014082193
Organic Large Brown Grade AA Cage Free Eggs,Organic Peeled Whole Baby Carrots,835,0.028066651,31919,1.072885564,55273,1.857877872,0.026159967,0.015106833,0.014080564
Fresh Cauliflower,Organic Extra Firm Tofu,982,0.033007727,71428,2.400891948,29051,0.97648418,0.01374811,0.033802623,0.014079194
Organic Baby Spinach,Organic Celery Hearts,2705,0.090922505,240508,8.084136762,23776,0.799176891,0.011247027,0.113770188,0.014073264
Organic Romaine Lettuce,Organic Broccoli,634,0.021310487,34776,1.168917209,38540,1.295435623,0.018230964,0.016450441,0.01407323
Organic Yellow Onion,Organic Chopped Spinach,637,0.021411326,113095,3.80143466,11908,0.400260701,0.005632433,0.05349345,0.014071911
Yellow Bell Pepper,Asparagus,806,0.027091881,25438,0.855041292,67002,2.252121889,0.031684881,0.012029492,0.014068901
Organic Zucchini,Sweet Onion,961,0.032301859,104569,3.514852301,19435,0.653263916,0.009190104,0.049446874,0.014067981
Large Lemon,Asparagus,4819,0.161979872,152102,5.11256744,67002,2.252121889,0.031682687,0.071923226,0.014067927
Asparagus,Organic Zucchini,3313,0.111359061,67002,2.252121889,104569,3.514852301,0.049446285,0.03168243,0.014067813
Organic Black Beans,Organic Garnet Sweet Potato (Yam),929,0.03122625,37900,1.273923459,51844,1.742619731,0.024511873,0.017919142,0.014066106
Unsweetened Almondmilk,Organic Roasted Turkey Breast,660,0.022184419,49276,1.656302173,28329,0.95221577,0.013393944,0.023297681,0.014066081
Large Alfresco Eggs,Organic Baby Broccoli,601,0.020201266,40140,1.349216033,31679,1.064818503,0.014972596,0.018971558,0.014061172
Organic Gala Apples,Organic Roasted Turkey Breast,973,0.032705212,72675,2.442807055,28329,0.95221577,0.013388373,0.034346429,0.01406023
Organic Bartlett Pear,Organic Large Extra Fancy Fuji Apple,1332,0.044772191,37613,1.264276598,74933,2.518704658,0.035413288,0.01777588,0.014060119
Organic 1% Low Fat Milk,Organic Raspberries,777,0.026117112,12041,0.404731197,136554,4.589956307,0.064529524,0.005690057,0.014058854
Banana,Whole Wheat English Muffins,1446,0.048604045,469627,15.78545784,6516,0.219020719,0.003079039,0.221915285,0.01405821
Small Hass Avocado,Red Peppers,1274,0.042822651,48848,1.641915914,55200,1.855424141,0.026080904,0.02307971,0.014056573
Organic Whole Milk,Organic Mango,605,0.020335717,136731,4.595905765,9366,0.314817074,0.004424746,0.064595345,0.014054976
Yellow Onions,Boneless Skinless Chicken Breasts,1722,0.057881166,73026,2.454605132,49914,1.677747112,0.023580643,0.034499339,0.014054944
Banana,Yellow Grape Tomatoes,1670,0.056133303,469627,15.78545784,7528,0.253036828,0.003556014,0.22183847,0.014053344
Organic Reduced Fat 2% Milk,Honey Nut Cheerios,599,0.020134041,47548,1.598219331,26671,0.89648582,0.012597796,0.02245885,0.014052421
Organic Hass Avocado,Organic Marinara Pasta Sauce,645,0.021680228,212674,7.148559307,6421,0.215827507,0.003032811,0.100451643,0.014052012
Organic Hass Avocado,Organic Bread with 21 Whole Grains,2304,0.07744379,212674,7.148559307,22938,0.771009401,0.010833482,0.100444677,0.014051038
Apple Honeycrisp Organic,Organic Large Green Asparagus,769,0.025848209,84756,2.848882762,19212,0.645768272,0.009073104,0.040027066,0.014050093
Fresh Ginger Root,Organic Red Onion,760,0.025545695,24061,0.808756526,66891,2.248390873,0.031586385,0.011361768,0.01404844
Half & Half,Total 2% with Strawberry Lowfat Greek Strained Yogurt,969,0.032570761,68780,2.31188537,29836,1.002870193,0.014088398,0.032477544,0.014048077
Organic Strawberries,Gluten-Free Chicken Nuggets,665,0.022352483,263285,8.84973451,5350,0.179828246,0.00252578,0.124299065,0.014045513
"Organic Red Radish, Bunch",Organic Red Bell Pepper,737,0.024772601,27190,0.91393084,57415,1.929876396,0.027105554,0.012836367,0.014045228
Organic Sunday Bacon,Organic Yellow Onion,659,0.022150806,12343,0.414882249,113095,3.80143466,0.053390586,0.00582696,0.014044852
Organic Broccoli,Organic Italian Parsley Bunch,1100,0.036974032,38540,1.295435623,60462,2.032294464,0.028541775,0.018193245,0.014044114
Yellow Grape Tomatoes,Organic Avocado,626,0.021041585,7528,0.253036828,176176,5.921760932,0.083156217,0.003553265,0.014042481
Organic Lemon,Organic Yams,832,0.027965813,87441,2.939133013,20161,0.677666777,0.009514987,0.041267794,0.014040805
Organic Garlic,Sweet Onion,1004,0.033747207,109493,3.680361512,19435,0.653263916,0.009169536,0.051659377,0.014036495
Bag of Organic Bananas,Aged White Cheddar Baked Rice & Corn Puffs Gluten Free Lunch Packs,1943,0.065309585,376021,12.63910219,10954,0.368194131,0.005167265,0.177378127,0.014034076
Organic Strawberries,Organic Wheat Square Crackers,845,0.028402779,263285,8.84973451,6804,0.228701193,0.00320945,0.124191652,0.014033376
Organic Avocado,Medium Cheddar Cheese Block,884,0.029713676,176176,5.921760932,10639,0.357606113,0.00501771,0.083090516,0.014031386
Large Lemon,Organic Garnet Sweet Potato (Yam),3719,0.12500584,152102,5.11256744,51844,1.742619731,0.024450698,0.071734434,0.014031
Organic Baby Spinach,Organic Red Chard Greens,1248,0.04194872,240508,8.084136762,11007,0.369975607,0.005189017,0.113382393,0.014025294
Garlic,Grated Parmesan,776,0.026083499,36502,1.226932826,45106,1.51613698,0.021259109,0.01720392,0.014021892
Broccoli Crown,Red Onion,848,0.028503617,41959,1.410357636,42881,1.441348598,0.020210205,0.019775658,0.014021733
Organic Whole Strawberries,Organic Unsweetened Almond Milk,851,0.028604456,31401,1.055474157,57502,1.932800706,0.027101048,0.014799485,0.014021646
Organic Italian Parsley Bunch,Organic Coconut Milk,774,0.026016273,60462,2.032294464,27165,0.913090522,0.012801429,0.028492546,0.01401989
Organic Lemon,Organic Tomato Cluster,2642,0.088804902,87441,2.939133013,64117,2.155149088,0.030214659,0.04120592,0.014019754
Organic D'Anjou Pears,Organic Cucumber,1847,0.062082761,48847,1.641882301,80247,2.697322845,0.037811943,0.023016437,0.014018323
Large Alfresco Eggs,Apple Honeycrisp Organic,1603,0.053881248,40140,1.349216033,84756,2.848882762,0.039935227,0.018913115,0.014017855
Organic Zucchini,Organic Tomato Sauce,668,0.022453321,104569,3.514852301,13558,0.455721748,0.006388127,0.049269804,0.014017603
Green Onions,Cucumber Kirby,1209,0.040637822,26445,0.888889337,97039,3.261748247,0.045717527,0.012458908,0.014016265
Organic Whole Milk,Sharp Cheddar Cheese,1938,0.065141521,136731,4.595905765,30093,1.011508672,0.014173816,0.064400359,0.01401255
Banana,Fresh Spinach,597,0.020066815,469627,15.78545784,2699,0.090720829,0.001271222,0.221193034,0.014012456
Organic Celery Hearts,Organic Zucchini,1171,0.039360537,23776,0.799176891,104569,3.514852301,0.049251346,0.011198348,0.014012351
Organic Grade A Free Range Large Brown Eggs,Organic Zucchini,1965,0.066049066,39900,1.341148971,104569,3.514852301,0.04924812,0.01879142,0.014011434
Organic Celery Hearts,Organic Red Onion,749,0.025175954,23776,0.799176891,66891,2.248390873,0.031502355,0.011197321,0.014011067
Original Hummus,Organic Broccoli Crowns,613,0.02060462,71153,2.39164844,18295,0.614945374,0.008615238,0.033506423,0.014009761
Organic Navel Orange,Organic Russet Potato,651,0.021881904,42633,1.433012634,32431,1.090095296,0.015269861,0.020073387,0.014007822
Large Pineapple Chunks,Organic Baby Spinach,619,0.020806296,5467,0.183760938,240508,8.084136762,0.113224803,0.002573719,0.0140058
Organic Butternut Squash,Organic Small Bunch Celery,632,0.021243262,19756,0.664053611,67956,2.284188459,0.031990281,0.009300135,0.014005097
Organic Strawberries,Ice Cream Sandwiches Vanilla,789,0.026520465,263285,8.84973451,6367,0.214012419,0.002996753,0.123920214,0.014002704
Hass Avocados,Strawberries,3277,0.110149002,49154,1.652201417,141660,4.76158304,0.066668023,0.023132853,0.014001231
Organic Bell Pepper,Organic Tomato Cluster,705,0.023696993,23366,0.785395661,64117,2.155149088,0.030172045,0.010995524,0.01399998
Organic Spaghetti Squash,Organic Yellow Onion,724,0.024335635,13605,0.457301548,113095,3.80143466,0.05321573,0.006401698,0.013998854
Organic Avocado,Organic Red Onion,5545,0.186382733,176176,5.921760932,66891,2.248390873,0.031474208,0.082896055,0.013998548
Bag of Organic Bananas,Organic Hass Avocado,37628,1.264780789,376021,12.63910219,212674,7.148559307,0.100068879,0.176928068,0.013998468
Bag of Organic Bananas,Sensitive Toilet Paper,687,0.023091963,376021,12.63910219,3883,0.130518332,0.001827026,0.176925058,0.01399823
Organic Strawberries,Organic Cheese Frozen Pizza,1767,0.05939374,263285,8.84973451,14264,0.479452354,0.006711358,0.123878295,0.013997967
Organic Avocado,Basil Pesto,1293,0.043461294,176176,5.921760932,15601,0.524392609,0.007339252,0.082879303,0.013995719
Organic Sticks Low Moisture Part Skim Mozzarella String Cheese,Uncured Genoa Salami,663,0.022285257,34110,1.146531113,41319,1.388845472,0.019437115,0.016045887,0.01399516
Asparation/Broccolini/Baby Broccoli,Large Lemon,1178,0.039595827,16464,0.553400418,152102,5.11256744,0.071550049,0.007744803,0.013994935
Large Alfresco Eggs,Organic Red Onion,1263,0.042452911,40140,1.349216033,66891,2.248390873,0.031464873,0.018881464,0.013994396
Organic Unsalted Butter,Organic Italian Parsley Bunch,608,0.020436556,21378,0.718573502,60462,2.032294464,0.028440453,0.010055903,0.013994258
Organic Avocado,Organic Shredded Carrots,1672,0.056200528,176176,5.921760932,20177,0.678204581,0.009490509,0.08286663,0.013993579
Michigan Organic Kale,Organic Red Bell Pepper,1817,0.061074378,67298,2.262071265,57415,1.929876396,0.026999316,0.031646782,0.013990179
Organic Kiwi,"Organic Red Radish, Bunch",640,0.021512164,50063,1.682755412,27190,0.91393084,0.012783892,0.023538065,0.013987811
Organic Romaine,Organic Italian Parsley Bunch,670,0.022520547,23570,0.792252663,60462,2.032294464,0.028425965,0.01108134,0.013987129
Organic Romaine,Organic Small Bunch Celery,753,0.025310405,23570,0.792252663,67956,2.284188459,0.031947391,0.011080699,0.01398632
Organic Reduced Fat 2% Milk,Organic Lemon,1954,0.065679326,47548,1.598219331,87441,2.939133013,0.041095314,0.022346496,0.013982121
Bag of Organic Bananas,Organic Yellow Squash,1979,0.066519644,376021,12.63910219,11199,0.376429256,0.005263004,0.176712206,0.013981389
Broccoli Crown,Bartlett Pears,696,0.023394478,41959,1.410357636,35301,1.186563906,0.016587621,0.019716155,0.013979543
Organic Jalapeno Pepper,Organic Zucchini,993,0.033377467,20213,0.679414641,104569,3.514852301,0.0491268,0.009496122,0.013976917
Yellow Onions,Feta Cheese Crumbles,1108,0.037242934,73026,2.454605132,32297,1.085591186,0.015172678,0.034306592,0.01397642
Bag of Organic Bananas,Organic Broccoli,6808,0.228835644,376021,12.63910219,38540,1.295435623,0.018105372,0.176647639,0.013976281
Organic Small Bunch Celery,Organic Navel Orange,1361,0.045746961,67956,2.284188459,42633,1.433012634,0.020027665,0.031923627,0.013975917
Organic Hass Avocado,Organic Garlic,10939,0.36768994,212674,7.148559307,109493,3.680361512,0.05143553,0.09990593,0.013975673
Organic Black Beans,Organic Yellow Onion,2013,0.067662478,37900,1.273923459,113095,3.80143466,0.053113456,0.017799195,0.01397195
Organic Large Extra Fancy Fuji Apple,Organic Whole Strawberries,1105,0.037142096,74933,2.518704658,31401,1.055474157,0.014746507,0.035189962,0.013971452
Organic Baby Spinach,Organic Tomato Basil Pasta Sauce,1897,0.063763398,240508,8.084136762,16799,0.564660691,0.007887472,0.112923388,0.013968515
Organic Garbanzo Beans,Carrots,1022,0.034352237,29989,1.008012945,72583,2.439714681,0.034079162,0.014080432,0.013968503
Organic Blueberries,Organic Snipped Green Beans,810,0.027226333,99269,3.336704693,17382,0.584256928,0.008159647,0.046599931,0.013965854
Red Vine Tomato,Fresh Ginger Root,613,0.02060462,54280,1.824500405,24061,0.808756526,0.011293294,0.025476913,0.013963775
Carrots,Brussels Sprouts,754,0.025344018,72583,2.439714681,22134,0.743984745,0.010388107,0.034065239,0.013962796
Organic Tomato Cluster,Organic Carrot Bunch,1075,0.036133713,64117,2.155149088,35725,1.200815714,0.016766224,0.030090973,0.013962362
Organic Gala Apples,Organic Cucumber,2737,0.091998114,72675,2.442807055,80247,2.697322845,0.037660819,0.034107194,0.013962296
Organic Baby Spinach,Organic Mint,2221,0.074653931,240508,8.084136762,19677,0.661398203,0.00923462,0.112872897,0.01396227
Bag of Organic Bananas,Organic Quick Oats,1741,0.058519809,376021,12.63910219,9866,0.331623452,0.004630061,0.176464626,0.013961801
Organic Raspberries,Celery Hearts,832,0.027965813,136554,4.589956307,12984,0.436428026,0.006092828,0.064078866,0.01396067
